"SECONDS";"PID";"VALUE";"UNITS";
"54445.5437098";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54445.5437098";"Sobrealimentación calculada";"-10.942030878688813";"psi";
"54445.7608978";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54445.7608978";"Sobrealimentación calculada";"-10.942030878688813";"psi";
"54445.9109851";"Consumo instantáneo de combustible (l/h)";"0.5501817165222255";"L/h";
"54445.9109851";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.1524197570918058";"hp";
"54445.9109851";"Power from MAF";"1.968";"hp";
"54445.9109851";"Velocidad del flujo del aire MAF";"1.6400000000000001";"g/sec";
"54446.0754459";"Revoluciones del motor";"841";"rpm";
"54446.0754459";"Revoluciones del motor x1000";"0.8";"rpm";
"54446.2106063";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54446.3344833";"Presión barométrica absoluta";"13.633547372658";"psi";
"54446.4678475";"Presión absoluta en el colector de admisión";"4.254440314872";"psi";
"54446.4678475";"Sobrealimentación calculada";"-9.379107057800226";"psi";
"54446.6079558";"Combustible usado";"0.00012007288845401176";"L";
"54446.6079558";"Combustible usado (Hoy)";"0.00012";"L";
"54446.6079558";"Combustible usado (Semana)";"0.00012";"L";
"54446.6079558";"Combustible usado (total)";"1.7848869999999997";"L";
"54446.6079558";"Consumo instantáneo de combustible (l/h)";"0.6239865809337435";"L/h";
"54446.6079558";"Coste de combustible";"0.00012127361733855188";"€";
"54446.6079558";"Coste de combustible (Hoy)";"0.0001212";"€";
"54446.6079558";"Coste de combustible (Semana)";"0.0001212";"€";
"54446.6079558";"Coste de combustible (total)";"1.80273587";"€";
"54446.6079558";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.441158992799243";"hp";
"54446.6079558";"Power from MAF";"2.232";"hp";
"54446.6079558";"Velocidad del flujo del aire MAF";"1.86";"g/sec";
"54446.8144229";"Revoluciones del motor";"811";"rpm";
"54446.8144229";"Revoluciones del motor x1000";"0.8";"rpm";
"54446.9386852";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54447.0986133";"Presión absoluta en el colector de admisión";"4.504701509864471";"psi";
"54447.0986133";"Sobrealimentación calculada";"-9.128845862807376";"psi";
"54447.2357124";"Combustible usado";"0.00022357780738048645";"L";
"54447.2357124";"Combustible usado (Hoy)";"0.000224";"L";
"54447.2357124";"Combustible usado (Semana)";"0.000224";"L";
"54447.2357124";"Combustible usado (total)";"1.7849909999999998";"L";
"54447.2357124";"Consumo instantáneo de combustible (l/h)";"0.5937936818563042";"L/h";
"54447.2357124";"Coste de combustible";"0.0002258135854542913";"€";
"54447.2357124";"Coste de combustible (Hoy)";"0.00022624";"€";
"54447.2357124";"Coste de combustible (Semana)";"0.00022624";"€";
"54447.2357124";"Coste de combustible (total)";"1.80284091";"€";
"54447.2357124";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.3230383963734735";"hp";
"54447.2357124";"Power from MAF";"2.124";"hp";
"54447.2357124";"Velocidad del flujo del aire MAF";"1.77";"g/sec";
"54447.3904124";"Revoluciones del motor";"800";"rpm";
"54447.3904124";"Revoluciones del motor x1000";"0.8";"rpm";
"54447.5398645";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54447.6884235";"Presión absoluta en el colector de admisión";"4.254440314872";"psi";
"54447.6884235";"Sobrealimentación calculada";"-9.379107057800226";"psi";
"54447.8391432";"Combustible usado";"0.0003163663746155997";"L";
"54447.8391432";"Combustible usado (Hoy)";"0.000317";"L";
"54447.8391432";"Combustible usado (Semana)";"0.000317";"L";
"54447.8391432";"Combustible usado (total)";"1.7850839999999997";"L";
"54447.8391432";"Consumo instantáneo de combustible (l/h)";"0.5535364830863854";"L/h";
"54447.8391432";"Coste de combustible";"0.0003195300383617557";"€";
"54447.8391432";"Coste de combustible (Hoy)";"0.00032017";"€";
"54447.8391432";"Coste de combustible (Semana)";"0.00032017";"€";
"54447.8391432";"Coste de combustible (total)";"1.80293484";"€";
"54447.8391432";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.165544267805781";"hp";
"54447.8391432";"Power from MAF";"1.98";"hp";
"54447.8391432";"Velocidad del flujo del aire MAF";"1.6500000000000001";"g/sec";
"54447.9665949";"Revoluciones del motor";"796";"rpm";
"54447.9665949";"Revoluciones del motor x1000";"0.8";"rpm";
"54448.1154611";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54448.251369";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54448.251369";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54448.4001691";"Combustible usado";"0.00040053782275649994";"L";
"54448.4001691";"Combustible usado (Hoy)";"0.000401";"L";
"54448.4001691";"Combustible usado (Semana)";"0.000401";"L";
"54448.4001691";"Combustible usado (total)";"1.7851679999999999";"L";
"54448.4001691";"Consumo instantáneo de combustible (l/h)";"0.5401174168297457";"L/h";
"54448.4001691";"Coste de combustible";"0.00040454320098406494";"€";
"54448.4001691";"Coste de combustible (Hoy)";"0.00040501";"€";
"54448.4001691";"Coste de combustible (Semana)";"0.00040501";"€";
"54448.4001691";"Coste de combustible (total)";"1.80301968";"€";
"54448.4001691";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.1130462249498825";"hp";
"54448.4001691";"Power from MAF";"1.932";"hp";
"54448.4001691";"Velocidad del flujo del aire MAF";"1.61";"g/sec";
"54448.5709146";"Revoluciones del motor";"793";"rpm";
"54448.5709146";"Revoluciones del motor x1000";"0.8";"rpm";
"54448.7309759";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54448.8803275";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54448.8803275";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54449.0384023";"Combustible usado";"0.0004951002242102321";"L";
"54449.0384023";"Combustible usado (Hoy)";"0.000496";"L";
"54449.0384023";"Combustible usado (Semana)";"0.000496";"L";
"54449.0384023";"Combustible usado (total)";"1.7852629999999998";"L";
"54449.0384023";"Consumo instantáneo de combustible (l/h)";"0.5334078837014258";"L/h";
"54449.0384023";"Coste de combustible";"0.0005000512264523345";"€";
"54449.0384023";"Coste de combustible (Hoy)";"0.0005009600000000001";"€";
"54449.0384023";"Coste de combustible (Semana)";"0.0005009600000000001";"€";
"54449.0384023";"Coste de combustible (total)";"1.8031156300000002";"€";
"54449.0384023";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0867972035219333";"hp";
"54449.0384023";"Power from MAF";"1.908";"hp";
"54449.0384023";"Velocidad del flujo del aire MAF";"1.59";"g/sec";
"54449.1991429";"Revoluciones del motor";"790";"rpm";
"54449.1991429";"Revoluciones del motor x1000";"0.8";"rpm";
"54449.3472349";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54449.4835721";"Presión absoluta en el colector de admisión";"4.00417911987953";"psi";
"54449.4835721";"Sobrealimentación calculada";"-9.629368252793077";"psi";
"54449.6356919";"Combustible usado";"0.0005830614347218341";"L";
"54449.6356919";"Combustible usado (Hoy)";"0.000584";"L";
"54449.6356919";"Combustible usado (Semana)";"0.000584";"L";
"54449.6356919";"Combustible usado (total)";"1.7853509999999997";"L";
"54449.6356919";"Consumo instantáneo de combustible (l/h)";"0.530053117137266";"L/h";
"54449.6356919";"Coste de combustible";"0.0005888920490690525";"€";
"54449.6356919";"Coste de combustible (Hoy)";"0.00058984";"€";
"54449.6356919";"Coste de combustible (Semana)";"0.00058984";"€";
"54449.6356919";"Coste de combustible (total)";"1.80320451";"€";
"54449.6356919";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.073672692807959";"hp";
"54449.6356919";"Power from MAF";"1.896";"hp";
"54449.6356919";"Velocidad del flujo del aire MAF";"1.58";"g/sec";
"54449.7949759";"Revoluciones del motor";"792";"rpm";
"54449.7949759";"Revoluciones del motor x1000";"0.8";"rpm";
"54449.9448567";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54450.0929232";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54450.0929232";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54450.2469682";"Combustible usado";"0.0006724804474885846";"L";
"54450.2469682";"Combustible usado (Hoy)";"0.000673";"L";
"54450.2469682";"Combustible usado (Semana)";"0.000673";"L";
"54450.2469682";"Combustible usado (total)";"1.7854399999999997";"L";
"54450.2469682";"Consumo instantáneo de combustible (l/h)";"0.526698350573106";"L/h";
"54450.2469682";"Coste de combustible";"0.0006792052519634705";"€";
"54450.2469682";"Coste de combustible (Hoy)";"0.00067973";"€";
"54450.2469682";"Coste de combustible (Semana)";"0.00067973";"€";
"54450.2469682";"Coste de combustible (total)";"1.8032944000000002";"€";
"54450.2469682";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.060548182093985";"hp";
"54450.2469682";"Power from MAF";"1.884";"hp";
"54450.2469682";"Velocidad del flujo del aire MAF";"1.57";"g/sec";
"54450.4197482";"Revoluciones del motor";"789";"rpm";
"54450.4197482";"Revoluciones del motor x1000";"0.8";"rpm";
"54450.587085";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54450.7618293";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54450.7618293";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54451.0807986";"Combustible usado";"0.0007936965615506479";"L";
"54451.0807986";"Combustible usado (Hoy)";"0.000794";"L";
"54451.0807986";"Combustible usado (Semana)";"0.000794";"L";
"54451.0807986";"Combustible usado (total)";"1.7855609999999997";"L";
"54451.0807986";"Consumo instantáneo de combustible (l/h)";"0.5233435840089461";"L/h";
"54451.0807986";"Coste de combustible";"0.0008016335271661543";"€";
"54451.0807986";"Coste de combustible (Hoy)";"0.00080194";"€";
"54451.0807986";"Coste de combustible (Semana)";"0.00080194";"€";
"54451.0807986";"Coste de combustible (total)";"1.80341661";"€";
"54451.0807986";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0474236713800105";"hp";
"54451.0807986";"Power from MAF";"1.8719999999999999";"hp";
"54451.0807986";"Velocidad del flujo del aire MAF";"1.56";"g/sec";
"54451.2467847";"Revoluciones del motor";"787";"rpm";
"54451.2467847";"Revoluciones del motor x1000";"0.8";"rpm";
"54451.3675116";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54451.5020678";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54451.5020678";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54451.6479004";"Combustible usado";"0.0008761377424284784";"L";
"54451.6479004";"Combustible usado (Hoy)";"0.000876";"L";
"54451.6479004";"Combustible usado (Semana)";"0.000876";"L";
"54451.6479004";"Combustible usado (total)";"1.7856429999999999";"L";
"54451.6479004";"Consumo instantáneo de combustible (l/h)";"0.5233435840089461";"L/h";
"54451.6479004";"Coste de combustible";"0.0008848991198527632";"€";
"54451.6479004";"Coste de combustible (Hoy)";"0.0008847600000000001";"€";
"54451.6479004";"Coste de combustible (Semana)";"0.0008847600000000001";"€";
"54451.6479004";"Coste de combustible (total)";"1.80349943";"€";
"54451.6479004";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0474236713800105";"hp";
"54451.6479004";"Power from MAF";"1.8719999999999999";"hp";
"54451.6479004";"Velocidad del flujo del aire MAF";"1.56";"g/sec";
"54451.8040432";"Revoluciones del motor";"786";"rpm";
"54451.8040432";"Revoluciones del motor x1000";"0.8";"rpm";
"54451.9357509";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54452.0828213";"Presión absoluta en el colector de admisión";"4.00417911987953";"psi";
"54452.0828213";"Sobrealimentación calculada";"-9.629368252793077";"psi";
"54452.2306038";"Combustible usado";"0.0009592401394091885";"L";
"54452.2306038";"Combustible usado (Hoy)";"0.000959";"L";
"54452.2306038";"Combustible usado (Semana)";"0.000959";"L";
"54452.2306038";"Combustible usado (total)";"1.7857259999999997";"L";
"54452.2306038";"Consumo instantáneo de combustible (l/h)";"0.5132792843164663";"L/h";
"54452.2306038";"Coste de combustible";"0.0009688325408032804";"€";
"54452.2306038";"Coste de combustible (Hoy)";"0.00096859";"€";
"54452.2306038";"Coste de combustible (Semana)";"0.00096859";"€";
"54452.2306038";"Coste de combustible (total)";"1.8035832600000001";"€";
"54452.2306038";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0080501392380867";"hp";
"54452.2306038";"Power from MAF";"1.8359999999999999";"hp";
"54452.2306038";"Velocidad del flujo del aire MAF";"1.53";"g/sec";
"54452.4562659";"Revoluciones del motor";"782";"rpm";
"54452.4562659";"Revoluciones del motor x1000";"0.8";"rpm";
"54452.6040957";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54452.7506408";"Presión absoluta en el colector de admisión";"4.00417911987953";"psi";
"54452.7506408";"Sobrealimentación calculada";"-9.629368252793077";"psi";
"54452.8941241";"Combustible usado";"0.0010544387891156465";"L";
"54452.8941241";"Combustible usado (Hoy)";"0.001054";"L";
"54452.8941241";"Combustible usado (Semana)";"0.001054";"L";
"54452.8941241";"Combustible usado (total)";"1.7858209999999999";"L";
"54452.8941241";"Consumo instantáneo de combustible (l/h)";"0.5166340508806263";"L/h";
"54452.8941241";"Coste de combustible";"0.001064983177006803";"€";
"54452.8941241";"Coste de combustible (Hoy)";"0.00106454";"€";
"54452.8941241";"Coste de combustible (Semana)";"0.00106454";"€";
"54452.8941241";"Coste de combustible (total)";"1.80367921";"€";
"54452.8941241";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0211746499520618";"hp";
"54452.8941241";"Power from MAF";"1.8479999999999999";"hp";
"54452.8941241";"Velocidad del flujo del aire MAF";"1.54";"g/sec";
"54453.0628475";"Revoluciones del motor";"782";"rpm";
"54453.0628475";"Revoluciones del motor x1000";"0.8";"rpm";
"54453.207757";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54453.3564273";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54453.3564273";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54453.4949836";"Combustible usado";"0.0011417829434349086";"L";
"54453.4949836";"Combustible usado (Hoy)";"0.001141";"L";
"54453.4949836";"Combustible usado (Semana)";"0.001141";"L";
"54453.4949836";"Combustible usado (total)";"1.7859079999999998";"L";
"54453.4949836";"Consumo instantáneo de combustible (l/h)";"0.5233435840089461";"L/h";
"54453.4949836";"Coste de combustible";"0.0011532007728692576";"€";
"54453.4949836";"Coste de combustible (Hoy)";"0.0011524100000000002";"€";
"54453.4949836";"Coste de combustible (Semana)";"0.0011524100000000002";"€";
"54453.4949836";"Coste de combustible (total)";"1.80376708";"€";
"54453.4949836";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0474236713800105";"hp";
"54453.4949836";"Power from MAF";"1.8719999999999999";"hp";
"54453.4949836";"Velocidad del flujo del aire MAF";"1.56";"g/sec";
"54453.6644639";"Revoluciones del motor";"781";"rpm";
"54453.6644639";"Revoluciones del motor x1000";"0.8";"rpm";
"54453.8121633";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54453.9586242";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54453.9586242";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54454.1071137";"Combustible usado";"0.001230791272202032";"L";
"54454.1071137";"Combustible usado (Hoy)";"0.00123";"L";
"54454.1071137";"Combustible usado (Semana)";"0.00123";"L";
"54454.1071137";"Combustible usado (total)";"1.7859969999999998";"L";
"54454.1071137";"Consumo instantáneo de combustible (l/h)";"0.5233435840089461";"L/h";
"54454.1071137";"Coste de combustible";"0.0012430991849240523";"€";
"54454.1071137";"Coste de combustible (Hoy)";"0.0012423";"€";
"54454.1071137";"Coste de combustible (Semana)";"0.0012423";"€";
"54454.1071137";"Coste de combustible (total)";"1.80385697";"€";
"54454.1071137";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0474236713800105";"hp";
"54454.1071137";"Power from MAF";"1.8719999999999999";"hp";
"54454.1071137";"Velocidad del flujo del aire MAF";"1.56";"g/sec";
"54454.4034429";"Revoluciones del motor";"786";"rpm";
"54454.4034429";"Revoluciones del motor x1000";"0.8";"rpm";
"54454.5518429";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54454.7100983";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54454.7100983";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54454.8714103";"Combustible usado";"0.0013404615879228409";"L";
"54454.8714103";"Combustible usado (Hoy)";"0.00134";"L";
"54454.8714103";"Combustible usado (Semana)";"0.00134";"L";
"54454.8714103";"Combustible usado (total)";"1.7861069999999997";"L";
"54454.8714103";"Consumo instantáneo de combustible (l/h)";"0.5166340508806263";"L/h";
"54454.8714103";"Coste de combustible";"0.0013538662038020692";"€";
"54454.8714103";"Coste de combustible (Hoy)";"0.0013534";"€";
"54454.8714103";"Coste de combustible (Semana)";"0.0013534";"€";
"54454.8714103";"Coste de combustible (total)";"1.80396807";"€";
"54454.8714103";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0211746499520618";"hp";
"54454.8714103";"Power from MAF";"1.8479999999999999";"hp";
"54454.8714103";"Velocidad del flujo del aire MAF";"1.54";"g/sec";
"54455.0540872";"Revoluciones del motor";"782";"rpm";
"54455.0540872";"Revoluciones del motor x1000";"0.8";"rpm";
"54455.1882244";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54455.339898";"Presión absoluta en el colector de admisión";"3.503656729894588";"psi";
"54455.339898";"Sobrealimentación calculada";"-10.129890642778777";"psi";
"54455.4743242";"Combustible usado";"0.0014264138825831707";"L";
"54455.4743242";"Combustible usado (Hoy)";"0.001426";"L";
"54455.4743242";"Combustible usado (Semana)";"0.001426";"L";
"54455.4743242";"Combustible usado (total)";"1.7861929999999997";"L";
"54455.4743242";"Consumo instantáneo de combustible (l/h)";"0.5132792843164663";"L/h";
"54455.4743242";"Coste de combustible";"0.0014406780214090023";"€";
"54455.4743242";"Coste de combustible (Hoy)";"0.00144026";"€";
"54455.4743242";"Coste de combustible (Semana)";"0.00144026";"€";
"54455.4743242";"Coste de combustible (total)";"1.8040549300000002";"€";
"54455.4743242";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0080501392380867";"hp";
"54455.4743242";"Power from MAF";"1.8359999999999999";"hp";
"54455.4743242";"Velocidad del flujo del aire MAF";"1.53";"g/sec";
"54455.6354519";"Revoluciones del motor";"778";"rpm";
"54455.6354519";"Revoluciones del motor x1000";"0.8";"rpm";
"54455.9068968";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54456.0637552";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54456.2205616";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54456.2205616";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54456.3822697";"Combustible usado";"0.0015567125205479457";"L";
"54456.3822697";"Combustible usado (Hoy)";"0.001556";"L";
"54456.3822697";"Combustible usado (Semana)";"0.001556";"L";
"54456.3822697";"Combustible usado (total)";"1.7863229999999997";"L";
"54456.3822697";"Consumo instantáneo de combustible (l/h)";"0.5166340508806263";"L/h";
"54456.3822697";"Coste de combustible";"0.0015722796457534251";"€";
"54456.3822697";"Coste de combustible (Hoy)";"0.00157156";"€";
"54456.3822697";"Coste de combustible (Semana)";"0.00157156";"€";
"54456.3822697";"Coste de combustible (total)";"1.80418623";"€";
"54456.3822697";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0211746499520618";"hp";
"54456.3822697";"Power from MAF";"1.8479999999999999";"hp";
"54456.3822697";"Velocidad del flujo del aire MAF";"1.54";"g/sec";
"54456.5625069";"Revoluciones del motor";"779";"rpm";
"54456.5625069";"Revoluciones del motor x1000";"0.8";"rpm";
"54456.713757";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54456.8791149";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54456.8791149";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54457.0313617";"Combustible usado";"0.0016492590995247419";"L";
"54457.0313617";"Combustible usado (Hoy)";"0.001649";"L";
"54457.0313617";"Combustible usado (Semana)";"0.001649";"L";
"54457.0313617";"Combustible usado (total)";"1.7864159999999998";"L";
"54457.0313617";"Consumo instantáneo de combustible (l/h)";"0.5132792843164663";"L/h";
"54457.0313617";"Coste de combustible";"0.0016657516905199893";"€";
"54457.0313617";"Coste de combustible (Hoy)";"0.0016654900000000002";"€";
"54457.0313617";"Coste de combustible (Semana)";"0.0016654900000000002";"€";
"54457.0313617";"Coste de combustible (total)";"1.80428016";"€";
"54457.0313617";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0080501392380867";"hp";
"54457.0313617";"Power from MAF";"1.8359999999999999";"hp";
"54457.0313617";"Velocidad del flujo del aire MAF";"1.53";"g/sec";
"54457.1984844";"Revoluciones del motor";"782";"rpm";
"54457.1984844";"Revoluciones del motor x1000";"0.8";"rpm";
"54457.3722956";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54457.5434644";"Presión absoluta en el colector de admisión";"3.503656729894588";"psi";
"54457.5434644";"Sobrealimentación calculada";"-10.129890642778777";"psi";
"54457.7067736";"Combustible usado";"0.0017455676877271462";"L";
"54457.7067736";"Combustible usado (Hoy)";"0.001745";"L";
"54457.7067736";"Combustible usado (Semana)";"0.001745";"L";
"54457.7067736";"Combustible usado (total)";"1.7865119999999999";"L";
"54457.7067736";"Consumo instantáneo de combustible (l/h)";"0.5132792843164663";"L/h";
"54457.7067736";"Coste de combustible";"0.0017630233646044177";"€";
"54457.7067736";"Coste de combustible (Hoy)";"0.00176245";"€";
"54457.7067736";"Coste de combustible (Semana)";"0.00176245";"€";
"54457.7067736";"Coste de combustible (total)";"1.80437712";"€";
"54457.7067736";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0080501392380867";"hp";
"54457.7067736";"Power from MAF";"1.8359999999999999";"hp";
"54457.7067736";"Velocidad del flujo del aire MAF";"1.53";"g/sec";
"54457.8832377";"Revoluciones del motor";"782";"rpm";
"54457.8832377";"Revoluciones del motor x1000";"0.8";"rpm";
"54458.0548737";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54458.2229586";"Presión absoluta en el colector de admisión";"4.00417911987953";"psi";
"54458.2229586";"Sobrealimentación calculada";"-9.629368252793077";"psi";
"54458.3917134";"Combustible usado";"0.001845149941012022";"L";
"54458.3917134";"Combustible usado (Hoy)";"0.001845";"L";
"54458.3917134";"Combustible usado (Semana)";"0.001845";"L";
"54458.3917134";"Combustible usado (total)";"1.7866119999999999";"L";
"54458.3917134";"Consumo instantáneo de combustible (l/h)";"0.5233435840089461";"L/h";
"54458.3917134";"Coste de combustible";"0.0018636014404221422";"€";
"54458.3917134";"Coste de combustible (Hoy)";"0.00186345";"€";
"54458.3917134";"Coste de combustible (Semana)";"0.00186345";"€";
"54458.3917134";"Coste de combustible (total)";"1.8044781200000002";"€";
"54458.3917134";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.0474236713800105";"hp";
"54458.3917134";"Power from MAF";"1.8719999999999999";"hp";
"54458.3917134";"Velocidad del flujo del aire MAF";"1.56";"g/sec";
"54458.5676838";"Revoluciones del motor";"777";"rpm";
"54458.5676838";"Revoluciones del motor x1000";"0.8";"rpm";
"54458.7478479";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54458.9110281";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54458.9110281";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54459.0556251";"Combustible usado";"0.0019428862880439854";"L";
"54459.0556251";"Combustible usado (Hoy)";"0.001943";"L";
"54459.0556251";"Combustible usado (Semana)";"0.001943";"L";
"54459.0556251";"Combustible usado (total)";"1.7867099999999998";"L";
"54459.0556251";"Consumo instantáneo de combustible (l/h)";"0.530053117137266";"L/h";
"54459.0556251";"Coste de combustible";"0.0019623151509244254";"€";
"54459.0556251";"Coste de combustible (Hoy)";"0.0019624300000000003";"€";
"54459.0556251";"Coste de combustible (Semana)";"0.0019624300000000003";"€";
"54459.0556251";"Coste de combustible (total)";"1.8045771000000002";"€";
"54459.0556251";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.073672692807959";"hp";
"54459.0556251";"Power from MAF";"1.896";"hp";
"54459.0556251";"Velocidad del flujo del aire MAF";"1.58";"g/sec";
"54459.2556559";"Revoluciones del motor";"784";"rpm";
"54459.2556559";"Revoluciones del motor x1000";"0.8";"rpm";
"54459.4150426";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54459.5992176";"Presión absoluta en el colector de admisión";"3.503656729894588";"psi";
"54459.5992176";"Sobrealimentación calculada";"-10.129890642778777";"psi";
"54459.7713869";"Combustible usado";"0.002047607043705154";"L";
"54459.7713869";"Combustible usado (Hoy)";"0.002048";"L";
"54459.7713869";"Combustible usado (Semana)";"0.002048";"L";
"54459.7713869";"Combustible usado (total)";"1.7868149999999998";"L";
"54459.7713869";"Consumo instantáneo de combustible (l/h)";"0.526698350573106";"L/h";
"54459.7713869";"Coste de combustible";"0.0020680831141422057";"€";
"54459.7713869";"Coste de combustible (Hoy)";"0.0020684799999999997";"€";
"54459.7713869";"Coste de combustible (Semana)";"0.0020684799999999997";"€";
"54459.7713869";"Coste de combustible (total)";"1.80468315";"€";
"54459.7713869";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.060548182093985";"hp";
"54459.7713869";"Power from MAF";"1.884";"hp";
"54459.7713869";"Velocidad del flujo del aire MAF";"1.57";"g/sec";
"54459.9387713";"Revoluciones del motor";"783";"rpm";
"54459.9387713";"Revoluciones del motor x1000";"0.8";"rpm";
"54460.0841088";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54460.2554469";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54460.2554469";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54460.4225343";"Combustible usado";"0.0021428845222253292";"L";
"54460.4225343";"Combustible usado (Hoy)";"0.002143";"L";
"54460.4225343";"Combustible usado (Semana)";"0.002143";"L";
"54460.4225343";"Combustible usado (total)";"1.7869099999999998";"L";
"54460.4225343";"Consumo instantáneo de combustible (l/h)";"0.526698350573106";"L/h";
"54460.4225343";"Coste de combustible";"0.0021643133674475825";"€";
"54460.4225343";"Coste de combustible (Hoy)";"0.00216443";"€";
"54460.4225343";"Coste de combustible (Semana)";"0.00216443";"€";
"54460.4225343";"Coste de combustible (total)";"1.8047791000000002";"€";
"54460.4225343";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.060548182093985";"hp";
"54460.4225343";"Power from MAF";"1.884";"hp";
"54460.4225343";"Velocidad del flujo del aire MAF";"1.57";"g/sec";
"54460.5752229";"Revoluciones del motor";"780";"rpm";
"54460.5752229";"Revoluciones del motor x1000";"0.8";"rpm";
"54460.7436303";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"54460.9028023";"Presión absoluta en el colector de admisión";"3.7539179248870593";"psi";
"54460.9028023";"Sobrealimentación calculada";"-9.879629447785929";"psi";
"54461.0707648";"Combustible usado";"0.002237706830957041";"L";
"54461.0707648";"Combustible usado (Hoy)";"0.002238";"L";
"54461.0707648";"Combustible usado (Semana)";"0.002238";"L";
"54461.0707648";"Combustible usado (total)";"1.7870049999999997";"L";
"54461.0707648";"Consumo instantáneo de combustible (l/h)";"0.526698350573106";"L/h";
"54461.0707648";"Coste de combustible";"0.0022600838992666112";"€";
"54461.0707648";"Coste de combustible (Hoy)";"0.00226038";"€";
"54461.0707648";"Coste de combustible (Semana)";"0.00226038";"€";
"54461.0707648";"Coste de combustible (total)";"1.8048750500000001";"€";
"54461.0707648";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.060548182093985";"hp";
"54461.0707648";"Power from MAF";"1.884";"hp";
"54461.0707648";"Velocidad del flujo del aire MAF";"1.57";"g/sec";
